Código,Objeto,Categoria,TCO_Descricao,Lic_Descricao,Valor
2633,"0 objeto do presente termo é a Implantação de escoladrão UFRJ adaptado no bairro Parque Duque,  1- Distrito de Duque de Caxias/RJ, nas especificações e condições constantes no Projeto Básico,  conforme Homologação, e  pademais documentos constantes nos autos do Processo Administrativo n°013/000681/2025. O valor global deste Contrato é de R$ 17.238.544,86 (dezessete milhões, duzentos e  trinta e oito mil, quinhentos e quarenta e quatro reais e oitenta e seis centavos)",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,17238544.86
2634,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do Polo Esportivo Vai quem quer, da Secretaria Municipal de Esporte e Lazer, situado na Av. São Paulo, Lote 152, Quadra 7, Loteamento Vila Santa Cruz, Chácaras Rio Petrópolis, 2º Distrito de Duque de Caxias/RJ, nas condições, descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e demais documentos constantes no processo administrativo nº 016/000180/2025.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,60000.0
2635,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de  Prestação de Serviços nº 01-011/2023, assinado em 03/03/2023, cujo objeto é a prestação de serviços de outsourcing de impressão e reprografia, com fornecimento de equipamentos novos e de primeiro uso e fornecimento dos insumos necessários, exceto papel, incluindo suprimentos, peças, logística direta e reversa dos resíduos gerados pelo contrato, conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 010/000091/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,5057147.52
2636,"O objeto do presente Termo é o Credenciamento da UNIODONTO METROPOLITANA COOPERATIVA ODONTOLÓGICA, para a prestação de serviços de plano odontológico, oriundo do Chamamento Público nº 001/SMAOP/2026, conforme o constante no Processo Administrativo nº 008/000598/2026.",,TERMO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,0.0
2637,"O objeto do presente Termo é o Credenciamento da CDC SOCIEDADE DE CRÉDITO DIRETA S.A, para a prestação de serviços de Empréstimo Consignado, Cartão de Crédito, Cartão de Benefício Compra e Cartão de Benefício Saque, oriundo do Chamamento Público nº 003/SMA/2025, conforme o constante no Processo Administrativo nº 008/000139/2026.",,TERMO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,0.0
2638,"O objeto do presente termo é o fornecimento de refeições no município de Duque de Caxias/RJ, nas  especificações e condições constantes no Termo de Referência, Ata de Registro de Preços e demais  documentos constantes nos autos do Processo Administrativo nº 013/000264/2025.",,TERMO DE FORNECIMENTO,ATA DE REGISTRO DE PREÇOS,876120.0
2639,"O objeto do presente termo é a Implantação de escola padrão UFRJ adaptado no bairro Parque Duque, 1º Distrito de Duque de Caxias/RJ, nas especificações e condições constantes no Projeto Básico, conforme Homologação, e demais documentos constantes nos autos do Processo Administrativo nº 013/000681/2025.",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,17238544.86
2640,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de  Prestação de Serviços nº 01-004/2023, assinado em 01/02/2023,e seus aditivos, cujo objeto é a Prestação de Serviços Médicos (NEUROLOGIA, DIREÇÃO E EMERGENCISTA), em atendimento às necessidades da Secretaria Municipal de Saúde de Duque de Caxias/RJ, conforme documentos constantes no Processo Administrativo nº 014/004454/2025.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,29340000.0
2641,"O presente Termo Aditivo tem por finalidade ADITAR por 11 (onze) dias o Termo de Fomento nº 57-001/2025, assinado em 06/03/2025, cujo objeto é a Estruturação da rede de serviços do SUAS, oriundo da Emenda Parlamentar nº 2024394720007, na cidade de Duque de Caxias, conforme demais documentos constantes no Processo Administrativo nº 017/000937/2024.",,TERMO ADITIVO DE FOMENTO,INEXIGIBILIDADE DE CHAMAMENTO PÚBLICO,0.0
2642,"O presente Termo Aditivo tem por finalidade ACRESCER em 24,92% e SUPRIMIR em 0,059% o Termo de Prestação de Serviços de Execução de Obras nº 05-009/2025, cujo objeto é a implantação de Unidade Básica de Saúde (UBS) Porte III  Pantanal, situado na Rua Máximo Gorki com Rua Marechal Dantas Barreto, lote 36, Q 58, Vila Santo Antônio, Pantanal  2º Distrito de Duque de Caxias/RJ, com área total de 434,14 m², conforme Autorizo e demais documentos acostados no Processo Administrativo nº 013/001411/2025.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,3508613.15
2643,"O presente Termo Aditivo tem por finalidade  ADITAR por 120 (cento e vinte) dias corridos  o Termo de Prestação de Serviços de  Execução de Obras n° 05-020/2025, assinado  em 10/07/2025, cujo objeto é a contratação  de empresa especializada para Projeto de  implantação de Unidade Básica de Saúde  (UBS) Porte II - Parque Paulista, 3° distrito de  Duque de Caxias/RJ, conforme Autorizo e  demais documentos acostados no Processo  Administrativo n° 013/001306/2025.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,CONCORRÊNCIA,0.0
2644,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de  Serviços n° 01-008/2025, assinado em 28/02/2025, cujo objeto é a contratação de empresa  especializada no preparo de Alimentação Escolar, incluindo o fornecimento, logística, transporte e  distribuição dos gêneros alimentícios perecíveis e não perecíveis, mão de obra de merendeiros (as)  escolares capacitados (as) responsáveis pelo preparo da Alimentação Escolar, que farão o recebimento,  manipulação, pré-preparo, preparo, distribuição e controle dos gêneros alimentícios, limpeza e  higienização da cozinha, refeitório e estoque, bem como, o abastecimento, instalação, manutenção e  conversão de gás liquefeito de petróleo GLP, fornecimento e manutenção/reparos preventivos e  corretivos de mobiliários, instalações, equipamentos e utensílios que forem necessários à completa  execução  dos  serviços,  para  atendimento  da  Rede  Pública  Municipal  de  Ensino de Duque de Caxias - LOTE 1 (Primeiro Distrito), nas especificações e quantidades descritas no  Termo de Referência, conforme Autorizo e demais documentos constantes no Processo Administrativo  n°010/000093/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,69291073.73
2645,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de  Serviços nº 01-005/2025, assinado em 17/02/2025, cujo objeto é a prestação de serviços de  recolhimento, transporte, tratamento de resíduos de serviço de saúde, grupos  A ,  B  e  E ,  conforme RDC ANVISA 222/2018, com fornecimento de contêineres em comodato, conforme Autorizo  e demais documentos constantes no Processo Administrativo nº 014/000110/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,CONCORRÊNCIA,2199999.0
2646,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do Polo  Esportivo em Pilar, da Secretaria Municipal de Esporte e Lazer, situado na Avenida 5 de julho, Lote  40C, Loteamento Jardim Vista Alegre, Pilar, 25 Distrito de Duque de Caxias/RJ, nas condições,  descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e  demais documentos constantes no processo administrativo n° 016/000179/2025. O valor global  deste Termo é de R$ 72.000,00 (setenta e dois mil reais), para o encargo mensal de aluguel no valor  de R$ 6.000,00 (seis mil reais)",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,72000.0
2647,"O presente Termo Aditivo tem por finalidade ACRESCER em 25% o Termo de Credenciamento nº 36-048/2022, assinado em 08/06/2022, e seus aditivos, cujo objeto é o fornecimento de Órtese, Prótese  e Materiais Especiais, conforme Autorizo e demais documentos acostados no Processo Administrativo  nº 014/000236/2026. O valor global desta contratação é de R$ 3.750.000,00 (três milhões, setecentos  e cinquenta mil reais).",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,3750000.0
2648,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do Polo  Esportivo Guahira, da Secretaria Municipal de Esporte e Lazer, situado na Rua Dom Pedrito, Lote 26,  Quadra Q, Loteamento Vila Guahira, Gramacho, 22 Distrito de Duque de Caxias/RJ, nas condições,  descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e  demais documentos constantes no processo administrativo n° 016/000104/2025. O valor global  deste Termo é de R$ 48.000,00 (quarenta e oito mil reais), para o encargo mensal de aluguel no valor  de R$ 4.000,00 {quatro mií reais).",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,44000.0
2649,"O objeto do presente Termo é o fornecimento e instalação de artefatos de vias públicas e refúgios de apoio à mobilidade urbana em locais públicos no município de Duque de Caxias  RJ, nas especificações e condições constantes no Termo de Referência, conforme Termo de Adesão e demais documentos acostados no Processo Administrativo nº 013/000317/2025.",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA,ADESÃO À ATA DE REGISTRO DE PREÇOS,10950000.0
2650,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-010/2025, assinado em 28/02/2025, cujo o objeto é a prestação de serviços e preparo da Alimentação Escolar, incluindo o fornecimento, logística, transporte e distribuição dos gêneros alimentícios perecíveis e não perecíveis, mão de obra de merendeiros(as) capacitados(as) responsáveis pelo preparo da Alimentação Escolar, que farão o recebimento, manipulação, pré-preparo, preparo, distribuição e controle dos gêneros alimentícios, limpeza e higienização da cozinha, refeitório e estoque, bem como, o abastecimento, instalação, manutenção e conversão de gás liquefeito de petróleo GLP, fornecimento e manutenção/reparos preventivos e corretivos de mobiliários, instalações, equipamentos e utensílios que forem necessários à completa execução dos serviços, para atendimento da Rede Pública Municipal de Ensino de Duque de Caxias  LOTE 4 (Quarto Distrito), conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 010/000094/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,27525958.23
2651,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-009/2025, assinado em 28/02/2025, cujo o objeto é a prestação de serviços e preparo da Alimentação Escolar, incluindo o fornecimento, logística, transporte e distribuição dos gêneros alimentícios perecíveis e não perecíveis, mão de obra de merendeiros(as) capacitados(as) responsáveis pelo preparo da Alimentação Escolar, que farão o recebimento, manipulação, pré-preparo, preparo, distribuição e controle dos gêneros alimentícios, limpeza e higienização da cozinha, refeitório e estoque, bem como, o abastecimento, instalação, manutenção e conversão de gás liquefeito de petróleo GLP, fornecimento e manutenção/reparos preventivos e corretivos de mobiliários, instalações, equipamentos e utensílios que forem necessários à completa execução dos serviços, para atendimento da Rede Pública Municipal de Ensino de Duque de Caxias  LOTE 2 (Segundo Distrito), conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 010/000092/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,73504919.76
2652,"O presente Termo Aditivo tem por finalidade ACRESCER em 21,95% e SUPRIMIR em 0,05%, o Termo de Prestação de Serviços de Execução de Obras nº 05-019/2024, assinado em 29/08/2024, cujo objeto é a implantação de Creche Padrão FNDE adaptado na Rua Carlos Mateus, s/n, Bairro Xerém, 4° distrito, Duque de Caxias/RJ, conforme Autorizo, Justificativa e demais documentos acostados no Processo Administrativo nº 013/000030/2026.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,10971017.91
2653,"O presente Termo Aditivo tem por finalidade ACRESCER em 25% o Termo de Credenciamento nº 36-006/2025, assinado em 01/08/2025, cujo objeto é a prestação de serviços especializados em análises clínicas e exames laboratoriais para atendimento nas unidades de Saúde de Urgência, Emergência e Ambulatório do Município de Duque de Caxias, conforme Autorizo e demais documentos constantes no Processo Administrativo n° 014/000383/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,1460057.7
2654,"O presente Termo Aditivo tem por objetivo PRORROGAR por 12 (doze) meses o Termo de  Cooperação nº 53-002/2023, assinado em 17/08/2023, e seu aditivo, cujo objeto é a Mutua  cooperação para desenvolvimento de atividades de interesse dos partícipes, objetivando a gestão  associada de ações e serviços públicos de segurança pública, de interesse dos consorciados,  observando as normas e diretrizes das legislações aplicáveis a cada espécie em especial no que  tange a cessão de pessoas do Município de Duque de Caxias ao CISPBAF que sejam servidores  efetivos, comissionados, estagiários, primeira chance, cedido de outros órgãos ao município ou  outro meio de contratação, conforme Autorizo e demais documentos constantes no processo  administrativo nº 003/004208/2025.",,TERMO ADITIVO DE COOPERAÇÃO TÉCNICA,N/A,0.0
2655,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Locação de Imóvel nº 11-001/2018, assinado em 01/03/2018 e seus aditivos, que tem por objeto a locação do imóvel onde encontra-se funcionando a ESCOLA MUNICIPAL SARGENTO JOÃO DÉLIO DOS SANTOS, situada à Av. Brasil Do Piranema, nº 415, Piranema, Xerém, Duque de Caxias/RJ, em atendimento às necessidades da Secretaria Municipal de Educação, conforme Autorizo, Justificativa e demais documentos acostados aos autos do Processo administrativo n° 010/004428/2025.",,TERMO ADITIVO DE LOCAÇÃO DE IMÓVEL,DISPENSA DE LICITAÇÃO,14400.0
2656,"O presente termo aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-033/2024, assinado em 02/09/2024 e seu aditivo, cujo o objeto é a locação de veículos  automotores, sem motorista e combustível, para atender as necessidades Secretaria Municipal de  Assistência Social e Direitos Humanos, conforme Autorizo, Justificativa e demais documentos  constantes no Processo Administrativo n°017/001544/2025. O valor global deste Termo é de R$  44.339,25 (quarenta e quatro mil, trezentos e trinta e nove reais e vinte e cinco centavos).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,4433925.0
2657,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-040/2024, assinado em 02/09/2024, e seu aditivo, cujo objeto é a locação de veículos  automotores, sem motorista e combustível, para atender as necessidades da Secretaria Municipal de  Assistência Social e Direitos Humanos, conforme Autorizo, Justificativa e demais documentos  constantes no Processo Administrativo nº 017/001549/2025.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,165923.6
2658,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-038/2024, assinado em 02/09/2024, e seu aditivo, cujo objeto é a locação de veículos  automotores, sem motorista e combustível, para atender as necessidades da Secretaria Municipal de  Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos constantes no  Processo Administrativo n° 017/001547/2025. O valor global deste Termo é de R$ 41.480,90 (quarenta  e um mil, quatrocentos e oitenta reais e noventa centavos).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,41480.9
2659,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-029/2024, assinado em 26/08/2024, e seu aditivo, cujo objeto é a locação de veículos  automotores, sem motorista e combustível, para atender as necessidades da Secretaria Municipal de  Assistência Social e Direitos Humanos, conforme Autorizo, Justificativa e demais documentos  constantes no Processo Administrativo nº 017/001542/2025.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,171640.3
2660,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-042/2024, assinado em 02/09/2024, e seu aditivo, cujo objeto é a locação de veículos  automotores, sem motorista e combustível, para atender as necessidades da Secretaria Municipal de  Assistência Social e Direitos Humanos, conforme demais documentos constantes no Processo  Administrativo nº 017/001550/2025.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,41480.9
2661,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação  de Serviços n° 01-010/2024, assinado em 28/02/2024, e seu aditivo, cujo objeto é prestação de Serviços  de Apoio à Área Médica para atender o Hospital Adão Pereira Nunes, em atendimento às necessidades da  Secretaria de Saúde de Duque de Caxias/RJ, conforme Autorizo e demais documentos constantes no  Processo Administrativo n° 014/000197/2026. O valor global deste Aditivo é de R$ 101.933.946,46  (cento e um milhões, novecentos e trinta e três mil, novecentos e quarenta e seis reais e quarenta e  seis centavos).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,CONCORRÊNCIA,101933946.46
2662,"O objeto do presente termo é a Adesão à Ata de Registro de Preços para aquisição de equipo de infusão  com bureta, em atendimento às demandas da Secretaria Municipal de Saúde de Duque de Caxias, nas  especificações e condições constantes no Termo de Referência, conforme Termo de Adesão e demais  documentos constantes nos autos do Processo Administrativo nº 014/004964/2025.",,TERMO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,784875.0
2663,"O objeto do presente termo é a Adesão à Ata de Registro de Preços para aquisição de equipo de  macrogotas e extensor vascular, em atendimento às demandas da Secretaria Municipal de Saúde de  Duque de Caxias, nas especificações e condições constantes no Termo de Referência, conforme Termo  de Adesão e demais documentos constantes nos autos do Processo Administrativo nº  014/004965/2025.",,TERMO ADITIVO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,8473812.8
2664,"O presente Termo Aditivo tem por finalidade PRORROGAR por 36 (trinta e seis) meses o Termo de Locação de Imóvel nº 11-002/2025, assinado em 14/02/2025, que tem por objeto a locação do imóvel, para funcionamento do Centro de Atenção Psicossocial (CAPS) lll, situado à Alameda Corretores, nº 41, Figueira, 2º Distrito  Duque de Caxias/RJ, conforme Autorizo e demais documentos acostados aos autos do Processo administrativo n° 014/000111/2026.",,TERMO ADITIVO DE LOCAÇÃO DE IMÓVEL,N/A,170280.0
2665,"O objeto do presente termo é a Adesão à Ata de Registro de Preços para aquisição de extensores e material de higiene, em atendimento às demandas da Secretaria Municipal de Saúde de Duque de Caxias, nas especificações e condições constantes no Termo de Referência, conforme Termo de Adesão e demais documentos constantes nos autos do Processo Administrativo nº 014/004966/2025.",,TERMO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,108500.0
2666,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do Polo Esportivo Vila São Luiz, da Secretaria Municipal de Esporte e Lazer, situado na Rua Senador José Kairala, lote 27, quadra 60, Vila São Luiz, Duque de Caxias - RJ, nas condições, descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e demais documentos constantes no processo administrativo nº 016/000100/2025.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,36049.56
2667,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-012/2023, assinado em 01/03/2023, e seus aditivos, cujo o objeto é a terceirização da produção, reprodução e digitalização de documento através de técnicas de outsourcing de impressão no modelo de franquia mensal, incluindo a disponibilização de equipamentos, assistência técnica autorizada de manutenção preventiva e corretiva, fornecimento de todos os suprimentos e insumos necessários aos equipamentos (incluso papel), manutenção corretiva e preventiva, sistemas e soluções informatizadas de gestão e apoio, sem fornecimento de mão de obra exclusiva, conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 003/000082/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,1548720.0
2668,"O presente termo aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-037/2024, assinado em 02/09/2024, e seu aditivo, cujo o objeto é a locação de veículos  automotores, sem motorista e combustível, para atender as necessidades da Secretaria Municipal de  Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos constantes no  Processo Administrativo n° 017/001546/2025. O valor global deste Termo é de R$ 363.498,18  (trezentos e sessenta e três mil, quatrocentos e noventa e oito reais e dezoito centavos).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,363498.18
2669,"OBJETO O presente termo aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços nº 01-039/2024, assinado em 02/09/2024, e seu aditivo, cujo o objeto é a locação de veículos automotores, sem motorista e combustível, para atender as necessidades da Secretaria Municipal de Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos constantes no Processo Administrativo nº 017/001548/2025.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,171640.3
2670,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 5,63% o Termo de Prestação de Serviços  n° 01-034/2024, assinado em 02/09/2024, e seu aditivo, cujo objeto é a locação de veículos  automotores, sem motorista e combustível atender , para as necessidades Secretaria  da Municipal de  Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos constantes no  Processo Administrativo n° 017/001545/2025. O valor global deste Aditivo é de R$ 343.280,60  (trezentos e quarenta e três mil, duzentos e oitenta reais e sessenta centavos).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,34328060.0
2671,"Fica neste ato BILATERALMENTE RESCINDIDO o Termo de Prestação de Serviços de Execução de Obras nº 05-007/2025, assinado em 14/03/2025, oriundo da Adesão à Ata de Registro de Preços nº 021/2024, referente ao Pregão Eletrônico SRP nº 023/2024, Do Tipo Maior Desconto Percentual, Da Prefeitura Municipal de Barra Mansa, com base na Lei Federal 14.133/2021, cujo o objeto é a prestação de serviços de manutenção dos imóveis da Saúde do Município de Duque de Caxias/RJ, conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 013/000257/2025.",1,TERMO DE RESCISÃO EM GERAL,ADESÃO À ATA DE REGISTRO DE PREÇOS,0.0
2672,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses e REAJUSTAR em  4,26% o Termo de Prestação de Serviços nº 01-009/2023, assinado em 09/02/2023, e seus aditivos,  cujo objeto é a locação de 2 (dois) veículos automotores, em atendimento as necessidades da  Secretaria Municipal Social e Direitos Humanos, conforme Autorizo e demais documentos constantes  no Processo Administrativo nº 017/000014/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,245219.52
2673,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do POLO  ESPORTIVO VILA URASSAÍ, da Secretaria Municipal de Esporte e Lazer, situado na Rua Urussahy, Lote  23, Quadra 32, Saracuruna, Duque de Caxias/RJ, nas condições, descrições e exigências estabelecidas  no Termo de Referência, conforme Ato de Inexigibilidade e demais documentos constantes no  processo administrativo nº 016/000162/2025.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,36008.04
2674,"O presente Termo tem como objeto a Locação de Imóvel, para abrigar a Base do Corpo de Bombeiros  Militar do Estado do Rio de Janeiro - CBMERJ, situado à Rua Dr. Sabino Arias, Xerém - 49 Distrito de  Duque de Caxias, nas condições, descrições e exigências estabelecidas no Termo de Referência,  conforme Ato de Inexigibilidade, Ratifico e demais documentos constantes no processo  administrativo nº 013/001080/2025.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,1692000.0
2675,"O presente Termo Aditivo tem por finalidade PRORROGAR por 03 (três) meses o Termo de Locação de Imóvel nº 11-004/2021, assinado em 29/03/2021, que tem por objeto locação de imóvel, situado à Rua Coronel João Teles, nº 43, Centro, Duque de Caxias/RJ, para funcionamento do CENTRO DE EDUCAÇÃO SOCIAL RENASCER, em atendimento às necessidades da Secretaria Municipal de Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos constantes no processo administrativo nº 017/000367/2026",,TERMO ADITIVO DE LOCAÇÃO DE IMÓVEL,DISPENSA DE LICITAÇÃO,14456.64
2676,"O objeto do presente termo é a aquisição de equipamento de proteção individual  colete balístico nível de proteção III-A, nas especificações e condições constantes no Termo de Referência, Termo de Adesão e demais documentos constantes nos autos do Processo Administrativo nº 024/000397/2025",,TERMO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,1117969.16
2679,"O presente Termo tem como objeto a Locação de Imóvel para instalação e funcionamento do Polo Esportivo de modalidade Taekwondo da Secretaria Municipal de Esporte e Lazer, situado na Avenida Barão do Rio Branco, Lote 28, Quadra 2, Loteamento Parque Uruguaiana, Saracuruna, 2° Distrito de Duque de Caxias/RJ, nas condições, descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e demais documentos constantes no processo administrativo nº 016/000170/2025.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,72000.0
2680,"O presente Convênio tem por objetivo a concessão de estágio para os alunos do Curso de Pós  Graduação em CIRURGIA GERAL no Hospital Municipalizado Adão Pereira Nunes, obedecendo aos  preceitos e formalidades legais, conforme documentos constantes no Processo administrativo nº  014/003763/2025.",,TERMO DE CONVÊNIO COM INSTITUIÇÕES EM GERAL,N/A,0.0
2681,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do POLO ESPORTIVO JARDIM GRAMACHO, da Secretaria Municipal de Esporte e Lazer, situado na Rua Bragança, Lote 31, Quadra 202,Lotiamento Jardim Gramacho, Duque de Caxias/RJ, nas condições, descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e demais documentos constantes no processo administrativo nº 016/000002/2026.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,72000.0
2682,"O objeto do presente termo é a aquisição de uniformes profissionais destinados aos servidores  públicos lotados na sede da Secretaria Municipal de Obras e Agricultura  SMOA, abrangendo  servidores da sede administrativa vinculados à Secretaria, nas especificações e condições constantes  no Termo de Referência, conforme Ato de Dispensa e demais documentos constantes nos autos do  Processo Administrativo nº 013/000006/2026.",,TERMO DE FORNECIMENTO,DISPENSA DE LICITAÇÃO,59735.2
2683,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 4,40% o Termo de Prestação de Serviços de Execução de Obras nº 05-014/2024, assinado em 29/08/2024, e seu aditivo, cujo objeto é a implementação de Creche Padrão FNDE no bairro de Imbariê em Duque de Caxias/RJ, conforme Autorizo, Justificativa e demais documentos acostados no Processo Administrativo nº 013/001083/2025.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,10149230.92
2684,"O objeto do presente termo é a locação de equipamentos de informática e de sistemas de informática, em atendimento às necessidades da Secretaria Municipal de Urbanismo e Habitação, nas especificações e condições constantes no Termo de Referência, conforme Termo de Adesão e demais documentos constantes nos autos do Processo Administrativo nº 007/003116/2025.",,TERMO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,624240.0
2685,"O objeto do presente Termo é o Credenciamento da ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO ESTADO DO RIO DE JANEIRO - APPAI, para a prestação de serviços de Clube de Benefícios, oriundo do Chamamento Público nº 001/SMAOP/2026, conforme o constante no Processo Administrativo nº 008/001201/2026.",,TERMO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,0.0
